Accession	Evidence	ChEBI-ID	Position
P25713	ECO:0007744	CHEBI:60240	42
P84193	ECO:0000269	CHEBI:18420	107
Q10583	ECO:0007744	CHEBI:23378	2962
Q10583	ECO:0007744	CHEBI:23378	1336
Q10583	ECO:0007744	CHEBI:23378	507
P08253	ECO:0007744	CHEBI:29105	102
P08253	ECO:0000269	CHEBI:29105	193
P84193	ECO:0007744	CHEBI:29105	215
P84193	ECO:0000269	CHEBI:29105	295
P08253	ECO:0000269	CHEBI:29108	186
P15116	ECO:0000269	CHEBI:29108	260
P15116	ECO:0007744	CHEBI:29108	301
P0AAJ3	ECO:0000269	CHEBI:49883	163
P0AAJ3	ECO:0000269	CHEBI:49883	143
P37268	ECO:0007744	CHEBI:18420	83
Q5U925	ECO:0000269	CHEBI:49883	125
P03317	ECO:0000269	CHEBI:29105	1653
O28597	ECO:0000269	CHEBI:29105	148
Q48935	ECO:0007744	CHEBI:29105	284
P52699	ECO:0000269	CHEBI:29105	95
C0HJY1	ECO:0000269	CHEBI:29108	19
P0DP25	ECO:0000269	CHEBI:29108	136
P0DP25	ECO:0000269	CHEBI:29108	132
P45568	ECO:0000269	CHEBI:60240	231
P45568	ECO:0007744	CHEBI:60240	231
P36871	ECO:0007744	CHEBI:18420	292
P36871	ECO:0000269	CHEBI:18420	290
P17202	ECO:0000269	CHEBI:29103	460
P00549	ECO:0007744	CHEBI:29103	84
O30124	ECO:0000269	CHEBI:29105	126
P06525	ECO:0007744	CHEBI:29105	99
A5KE01	ECO:0007744	CHEBI:29105	226
P0C1A7	ECO:0007744	CHEBI:29108	233
P0C1A7	ECO:0007744	CHEBI:29108	418
P0C1A7	ECO:0007744	CHEBI:29108	234
O14786	ECO:0007744	CHEBI:29108	250
T2KM26	ECO:0000269	CHEBI:29108	304
C7UDU4	ECO:0000269	CHEBI:29108	132
C7UDU4	ECO:0000269	CHEBI:29108	122
C7UDU4	ECO:0000269	CHEBI:29108	123
Q7WTT9	ECO:0000269	CHEBI:49883	69
Q7WTT9	ECO:0000269	CHEBI:49883	179
Q7WTT9	ECO:0007744	CHEBI:49883	167
O95989	ECO:0007744	CHEBI:18420	50
Q9VL76	ECO:0000269	CHEBI:190135	105
Q8HZM5	ECO:0000269	CHEBI:29035	203
Q86TM6	ECO:0007744	CHEBI:29105	326
P15436	ECO:0000269	CHEBI:29105	1009
P15436	ECO:0000269	CHEBI:29105	1027
Q9SE33	ECO:0000269	CHEBI:29105	178
Q9SE33	ECO:0000269	CHEBI:29105	181
P0DUB6	ECO:0000269	CHEBI:29108	216
P0DUB6	ECO:0000269	CHEBI:29108	173
P78330	ECO:0000269	CHEBI:18420	22
P16100	ECO:0000269	CHEBI:29035	350
P46154	ECO:0007744	CHEBI:29105	170
P46154	ECO:0000269	CHEBI:29105	98
P0DTR4	ECO:0000269	CHEBI:60240	278
P43311	ECO:0000269	CHEBI:23378	342
P00968	ECO:0000269	CHEBI:29035	829
P00968	ECO:0007744	CHEBI:29035	829
P00968	ECO:0000269	CHEBI:29035	299
Q9UM07	ECO:0000269	CHEBI:29108	168
H2N0D4	ECO:0000269	CHEBI:29108	216
H2N0D4	ECO:0000269	CHEBI:29108	182
P19999	ECO:0007744	CHEBI:29108	222
P19999	ECO:0000269	CHEBI:29108	222
P09148	ECO:0007744	CHEBI:24875	182
Q5AR53	ECO:0000269	CHEBI:24875	319
Q5AR53	ECO:0000269	CHEBI:24875	244
P40881	ECO:0000269	CHEBI:29105	115
O75173	ECO:0000269	CHEBI:29105	365
O75173	ECO:0000269	CHEBI:29105	361
P04608	ECO:0000269	CHEBI:29105	27
P00712	ECO:0000269	CHEBI:29108	106
P38993	ECO:0000269	CHEBI:23378	416
P38993	ECO:0007744	CHEBI:23378	483
P38993	ECO:0000269	CHEBI:23378	483
P02244	ECO:0007744	CHEBI:24875	74
P02244	ECO:0000269	CHEBI:24875	78
Q5W0Z9	ECO:0000269	CHEBI:29105	141
Q5W0Z9	ECO:0000269	CHEBI:29105	145
P12993	ECO:0000269	CHEBI:29105	249
Q9Y6U3	ECO:0007744	CHEBI:29108	643
P60044	ECO:0000269	CHEBI:29108	38
Q8AXY1	ECO:0007744	CHEBI:29108	43
Q8AXY1	ECO:0000269	CHEBI:29108	43
Q9Y3B8	ECO:0000269	CHEBI:18420	147
P11053	ECO:0000269	CHEBI:190135	50
Q9GZZ9	ECO:0007744	CHEBI:29105	226
Q9GZZ9	ECO:0000269	CHEBI:29105	226
Q9GZZ9	ECO:0007744	CHEBI:29105	303
P0AB71	ECO:0000269	CHEBI:29105	265
P0AB71	ECO:0000269	CHEBI:29105	175
Q8GJ44	ECO:0007744	CHEBI:29108	552
P84074	ECO:0000269	CHEBI:29108	79
P84074	ECO:0007744	CHEBI:29108	120
T2G899	ECO:0007744	CHEBI:49883	50
P13513	ECO:0000269	CHEBI:18420	239
Q0VCY0	ECO:0000269	CHEBI:18420	351
H3BCW1	ECO:0007744	CHEBI:18420	33
H3BCW1	ECO:0000269	CHEBI:18420	62
P0ABD3	ECO:0000269	CHEBI:24875	51
B2UP57	ECO:0000269	CHEBI:29105	227
P16304	ECO:0000269	CHEBI:29105	150
P52700	ECO:0000269	CHEBI:29105	107
Q8GIX7	ECO:0000269	CHEBI:29105	95
Q8GIX7	ECO:0000269	CHEBI:29105	38
Q9BWP8	ECO:0000269	CHEBI:29108	234
Q8IKG4	ECO:0007744	CHEBI:60240	315
P43873	ECO:0007744	CHEBI:18420	288
P42270	ECO:0000269	CHEBI:18420	108
P36999	ECO:0000269	CHEBI:29105	25
Q9UQQ1	ECO:0007744	CHEBI:29105	417
P26876	ECO:0000269	CHEBI:29108	283
P27815	ECO:0000269	CHEBI:29105	473
Q6MLJ0	ECO:0000269	CHEBI:29108	196
Q6MLJ0	ECO:0007744	CHEBI:29108	203
Q6PHZ8	ECO:0000269	CHEBI:29108	221
P75429	ECO:0000269	CHEBI:24875	183
Q94AT3	ECO:0007744	CHEBI:18420	181
Q53TN4	ECO:0007744	CHEBI:29034	108
O08795	ECO:0007744	CHEBI:29108	53
P77324	ECO:0000269	CHEBI:49883	119
P77324	ECO:0007744	CHEBI:49883	157
P00636	ECO:0000269	CHEBI:18420	98
P0C512	ECO:0007744	CHEBI:18420	204
Q9UQ84	ECO:0007744	CHEBI:18420	173
P19665	ECO:0000269	CHEBI:29034	161
Q00796	ECO:0000269	CHEBI:29105	71
Q8ZKB0	ECO:0000269	CHEBI:29105	297
P0DP29	ECO:0007744	CHEBI:29108	96
P0DP29	ECO:0007744	CHEBI:29108	136
P04191	ECO:0007744	CHEBI:29108	309
P04191	ECO:0007744	CHEBI:29108	908
Q07340	ECO:0007744	CHEBI:49883	42
Q9QXN5	ECO:0000269	CHEBI:24875	220
Q00959	ECO:0007744	CHEBI:29105	282
P84138	ECO:0007744	CHEBI:29105	142
P22304	ECO:0000269	CHEBI:29108	46
Q02818	ECO:0000269	CHEBI:29108	257
O57767	ECO:0000269	CHEBI:49883	83
P0A8T7	ECO:0007744	CHEBI:18420	462
Q6PCT2	ECO:0007744	CHEBI:29105	50
Q6PCT2	ECO:0007744	CHEBI:29105	53
Q6PCT2	ECO:0007744	CHEBI:29105	39
P0A8T7	ECO:0000269	CHEBI:29105	898
O58843	ECO:0000269	CHEBI:29105	279
Q7KTX7	ECO:0007744	CHEBI:29105	454
P06802	ECO:0000269	CHEBI:29108	789
Q29437	ECO:0007744	CHEBI:29108	529
Q8FHC7	ECO:0000269	CHEBI:18420	250
P0A7B1	ECO:0007744	CHEBI:18420	405
P74334	ECO:0000269	CHEBI:24875	183
Q5SKS4	ECO:0000269	CHEBI:29105	107
Q5SKS4	ECO:0000269	CHEBI:29105	64
Q97ZX7	ECO:0000269	CHEBI:29105	9
Q96XT4	ECO:0000269	CHEBI:18420	120
P17341	ECO:0000269	CHEBI:23378	37
O59245	ECO:0000269	CHEBI:29035	488
O59245	ECO:0000269	CHEBI:29035	719
Q13107	ECO:0007744	CHEBI:29105	802
Q13107	ECO:0007744	CHEBI:29105	464
Q8VTT5	ECO:0007744	CHEBI:29105	313
Q03529	ECO:0000269	CHEBI:29105	268
Q57839	ECO:0000269	CHEBI:29105	7
Q57839	ECO:0000269	CHEBI:29105	16
A0FGR8	ECO:0000269	CHEBI:29108	462
P80366	ECO:0000269	CHEBI:24875	352
Q9NQC7	ECO:0000269	CHEBI:29105	820
Q8NFU7	ECO:0007744	CHEBI:29105	609
Q8NFU7	ECO:0000269	CHEBI:29105	609
Q59063	ECO:0007744	CHEBI:29105	81
A9CKY2	ECO:0000269	CHEBI:29105	259
Q9X112	ECO:0007744	CHEBI:29105	620
Q9NPF0	ECO:0000269	CHEBI:29108	153
Q6GGU4	ECO:0000269	CHEBI:29105	178
Q6GGU4	ECO:0007744	CHEBI:29105	178
Q8WQX5	ECO:0000269	CHEBI:29105	195
P80511	ECO:0007744	CHEBI:29108	19
P80511	ECO:0000269	CHEBI:29108	73
P80511	ECO:0000269	CHEBI:29108	24
P80511	ECO:0000269	CHEBI:29108	64
P0DKL3	ECO:0000269	CHEBI:29108	160
P06169	ECO:0007744	CHEBI:18420	444
Q72LF3	ECO:0007744	CHEBI:29105	25
P27708	ECO:0000269	CHEBI:29105	1556
O26147	ECO:0007744	CHEBI:29105	44
O26147	ECO:0007744	CHEBI:29105	6
O26147	ECO:0000269	CHEBI:29105	6
O26147	ECO:0000269	CHEBI:29105	43
Q5JRX3	ECO:0007744	CHEBI:29105	108
P0DUB9	ECO:0007744	CHEBI:29108	291
P26164	ECO:0000269	CHEBI:49883	51
Q8N884	ECO:0000269	CHEBI:18420	225
Q9CPU0	ECO:0000269	CHEBI:29105	34
P45452	ECO:0000269	CHEBI:29105	200
O57203	ECO:0007744	CHEBI:29105	170
Q9UBN7	ECO:0000269	CHEBI:29105	1136
E8MGH8	ECO:0007744	CHEBI:29105	338
E8MGH8	ECO:0000269	CHEBI:29105	418
P45548	ECO:0007744	CHEBI:29105	186
Q8P8J5	ECO:0000269	CHEBI:48828	155
P54922	ECO:0000269	CHEBI:18420	54
P54922	ECO:0007744	CHEBI:18420	304
P54922	ECO:0007744	CHEBI:18420	56
P02247	ECO:0007744	CHEBI:24875	106
Q6N021	ECO:0000269	CHEBI:24875	1382
P33435	ECO:0000269	CHEBI:29105	201
P25524	ECO:0000269	CHEBI:29105	64
P54548	ECO:0000269	CHEBI:29105	63
P70158	ECO:0000269	CHEBI:29105	292
P70158	ECO:0000269	CHEBI:29105	44
P04746	ECO:0007744	CHEBI:29108	216
P15693	ECO:0000269	CHEBI:18420	62
P19921	ECO:0000269	CHEBI:190135	137
P34071	ECO:0000269	CHEBI:29105	145
P34071	ECO:0000269	CHEBI:29105	98
P59747	ECO:0007744	CHEBI:29108	95
Q166H0	ECO:0007744	CHEBI:60240	295
P00637	ECO:0007744	CHEBI:18420	122
P00268	ECO:0000269	CHEBI:24875	42
Q9I2V0	ECO:0007744	CHEBI:29035	41
Q9I2V0	ECO:0007744	CHEBI:29035	114
Q9I2V0	ECO:0007744	CHEBI:29035	197
Q96BT7	ECO:0000269	CHEBI:29105	349
Q6XV27	ECO:0000269	CHEBI:29108	325
P00740	ECO:0000269	CHEBI:29108	47
P00740	ECO:0007744	CHEBI:29108	291
P00740	ECO:0000269	CHEBI:29108	93
B3VI55	ECO:0000269	CHEBI:18420	362
P02787	ECO:0007744	CHEBI:29034	114
P02787	ECO:0000269	CHEBI:29034	114
Q8DKB5	ECO:0007744	CHEBI:29105	107
Q8DKB5	ECO:0007744	CHEBI:29105	75
O14672	ECO:0007744	CHEBI:29105	393
P0C2S5	ECO:0000269	CHEBI:29108	681
Q8TG90	ECO:0007744	CHEBI:18420	153
P9WH69	ECO:0000269	CHEBI:24875	205
Q8U8Z6	ECO:0000269	CHEBI:29034	329
Q8TG90	ECO:0007744	CHEBI:29035	37
P43803	ECO:0000269	CHEBI:29105	893
P43803	ECO:0000269	CHEBI:29105	884
Q9STM3	ECO:0007744	CHEBI:29105	1320
Q9STM3	ECO:0007744	CHEBI:29105	1268
P09954	ECO:0007744	CHEBI:29105	182
Q3M6C3	ECO:0007744	CHEBI:29105	287
P13689	ECO:0000269	CHEBI:29105	97
Q4WL81	ECO:0000269	CHEBI:29108	219
P06702	ECO:0007744	CHEBI:29108	23
P00691	ECO:0000269	CHEBI:29108	212
Q9H5U6	ECO:0000269	CHEBI:29105	393
Q9H5U6	ECO:0007744	CHEBI:29105	411
Q9H5U6	ECO:0007744	CHEBI:29105	400
Q6DWK3	ECO:0007744	CHEBI:48828	104
Q47098	ECO:0000269	CHEBI:60240	149
Q9Y233	ECO:0000269	CHEBI:60240	553
P00403	ECO:0000269	CHEBI:18420	198
B8YB56	ECO:0000269	CHEBI:21137	203
O31775	ECO:0000269	CHEBI:24875	67
O31775	ECO:0007744	CHEBI:24875	67
O31775	ECO:0000269	CHEBI:24875	8
P30331	ECO:0007744	CHEBI:29105	52
P30331	ECO:0000269	CHEBI:29105	11
P20910	ECO:0000269	CHEBI:29105	407
Q20646	ECO:0000269	CHEBI:29105	361
P13423	ECO:0007744	CHEBI:29108	208
P13423	ECO:0000269	CHEBI:29108	210
Q63810	ECO:0007744	CHEBI:29108	31
Q63810	ECO:0007744	CHEBI:29108	67
P54512	ECO:0000269	CHEBI:48775	99
P0AC47	ECO:0007744	CHEBI:190135	66
Q7CS13	ECO:0000269	CHEBI:29105	206
P77425	ECO:0007744	CHEBI:29105	190
A2R2V4	ECO:0007744	CHEBI:29105	307
P98066	ECO:0007744	CHEBI:29108	183
P98066	ECO:0000269	CHEBI:29108	232
Q8A861	ECO:0000269	CHEBI:18420	276
P00722	ECO:0000269	CHEBI:18420	419
P00722	ECO:0000269	CHEBI:18420	598
P56274	ECO:0000269	CHEBI:29036	38
P69380	ECO:0007744	CHEBI:29105	285
Q9NTG7	ECO:0000269	CHEBI:29105	283
Q9DF52	ECO:0007744	CHEBI:29108	55
P62339	ECO:0007744	CHEBI:60240	33
P62339	ECO:0007744	CHEBI:60240	23
P62339	ECO:0007744	CHEBI:60240	4
P07505	ECO:0000269	CHEBI:29105	139
P07505	ECO:0000269	CHEBI:29105	151
P07505	ECO:0000269	CHEBI:23378	188
P55949	ECO:0000269	CHEBI:60240	56
P77961	ECO:0007744	CHEBI:18420	215
P77961	ECO:0007744	CHEBI:29035	361
O53512	ECO:0007744	CHEBI:29035	441
O60494	ECO:0007744	CHEBI:29108	988
Q46342	ECO:0007744	CHEBI:18420	288
Q46822	ECO:0000269	CHEBI:29035	114
P00442	ECO:0000269	CHEBI:29105	70
O76083	ECO:0000269	CHEBI:29105	353
B8YB63	ECO:0000269	CHEBI:29105	7
Q9C9G4	ECO:0000269	CHEBI:60240	147
D0VWU3	ECO:0000269	CHEBI:23378	64
D0VWU3	ECO:0000269	CHEBI:23378	453
P0C581	ECO:0000269	CHEBI:29105	538
P37412	ECO:0000269	CHEBI:29035	227
P46076	ECO:0007744	CHEBI:29105	303
Q9SU24	ECO:0007744	CHEBI:29105	212
Q9SU24	ECO:0007744	CHEBI:29105	209
Q9SU24	ECO:0007744	CHEBI:29105	169
Q9Y235	ECO:0000269	CHEBI:29105	131
Q9Y235	ECO:0000269	CHEBI:29105	98
P05937	ECO:0007744	CHEBI:29108	155
P05937	ECO:0000269	CHEBI:29108	203
P05937	ECO:0000269	CHEBI:29108	28
P05937	ECO:0007744	CHEBI:29108	111
P05937	ECO:0007744	CHEBI:29108	210
Q01770	ECO:0000269	CHEBI:49883	7
Q9H3H5	ECO:0000269	CHEBI:18420	185
P9WPJ7	ECO:0000269	CHEBI:29105	88
P24931	ECO:0000269	CHEBI:29034	128
P24931	ECO:0000269	CHEBI:29034	158
L0DSL2	ECO:0007744	CHEBI:29108	331
Q06850	ECO:0000269	CHEBI:29108	540
Q06850	ECO:0000269	CHEBI:29108	542
P05020	ECO:0000269	CHEBI:29105	103
Q4WCL5	ECO:0007744	CHEBI:29103	350
Q4WCL5	ECO:0000269	CHEBI:29103	250
H2QL32	ECO:0000269	CHEBI:29105	352
Q29451	ECO:0000269	CHEBI:29105	73
Q29451	ECO:0007744	CHEBI:29105	448
O24872	ECO:0007744	CHEBI:18420	14
O24872	ECO:0007744	CHEBI:18420	50
Q9Y2J8	ECO:0000269	CHEBI:29108	154
Q9Y2J8	ECO:0007744	CHEBI:29108	354
Q9Y2J8	ECO:0007744	CHEBI:29108	156
Q9A1G2	ECO:0000269	CHEBI:29105	42
Q9A9Z2	ECO:0000269	CHEBI:18420	467
Q9A9Z2	ECO:0000269	CHEBI:18420	96
A8LLZ7	ECO:0000269	CHEBI:49883	36
P63228	ECO:0000269	CHEBI:29105	107
P0AEE5	ECO:0007744	CHEBI:29108	161
P9WQB1	ECO:0000269	CHEBI:18420	323
Q8N4E7	ECO:0007744	CHEBI:24875	201
A4W7D6	ECO:0000269	CHEBI:18420	205
Q00456	ECO:0000269	CHEBI:24875	231
Q00456	ECO:0007744	CHEBI:24875	137
Q9I6Y4	ECO:0000269	CHEBI:29105	275
Q9UHI8	ECO:0000269	CHEBI:29108	261
O34530	ECO:0000269	CHEBI:29105	252
P31353	ECO:0000269	CHEBI:18420	18
O34714	ECO:0000269	CHEBI:29035	275
A0A2D0TC04	ECO:0000269	CHEBI:60240	282
P0A7E5	ECO:0007744	CHEBI:18420	72
P81461	ECO:0000269	CHEBI:29035	8
P09917	ECO:0000269	CHEBI:24875	674
P09917	ECO:0000269	CHEBI:24875	555
P09917	ECO:0007744	CHEBI:24875	368
P0DTE8	ECO:0000269	CHEBI:29108	115
P36649	ECO:0007744	CHEBI:23378	499
A0A6M7H989	ECO:0007744	CHEBI:29035	171
Q9GZT9	ECO:0007744	CHEBI:24875	313
Q9X113	ECO:0000269	CHEBI:29035	68
P49791	ECO:0000269	CHEBI:29105	809
O76083	ECO:0000269	CHEBI:29105	316
P14335	ECO:0000269	CHEBI:29105	2977
P21816	ECO:0000269	CHEBI:24875	88
Q9BYW2	ECO:0007744	CHEBI:29105	1529
F4KIX0	ECO:0000269	CHEBI:29105	525
F4KIX0	ECO:0000269	CHEBI:29105	516
Q93YN9	ECO:0007744	CHEBI:29105	320
P71335	ECO:0000269	CHEBI:29105	114
Q7T291	ECO:0000269	CHEBI:29105	96
Q7T3S7	ECO:0007744	CHEBI:29108	47
O09460	ECO:0000269	CHEBI:29035	225
P77165	ECO:0007744	CHEBI:190135	119
P77165	ECO:0007744	CHEBI:190135	158
P77165	ECO:0000269	CHEBI:190135	99
Q6GWS6	ECO:0000269	CHEBI:29035	89
P28184	ECO:0007744	CHEBI:60240	45
O15865	ECO:0000269	CHEBI:29108	383
O15865	ECO:0007744	CHEBI:29108	461
P28184	ECO:0000269	CHEBI:60240	34
Q84V36	ECO:0000269	CHEBI:29108	60
Q84V36	ECO:0007744	CHEBI:29108	67
Q868M7	ECO:0007744	CHEBI:29108	179
Q868M7	ECO:0007744	CHEBI:29108	34
P30996	ECO:0007744	CHEBI:29105	266
P23188	ECO:0007744	CHEBI:29108	208
P23188	ECO:0007744	CHEBI:29108	162
D0WGK0	ECO:0000269	CHEBI:18420	205
Q50497	ECO:0007744	CHEBI:24875	88
Q50497	ECO:0007744	CHEBI:24875	85
Q96FJ0	ECO:0007744	CHEBI:29105	402
Q96FJ0	ECO:0007744	CHEBI:29105	347
P06988	ECO:0000269	CHEBI:29105	262
P06988	ECO:0000269	CHEBI:29105	259
Q9R0N7	ECO:0007744	CHEBI:29108	365
Q9AQS0	ECO:0000269	CHEBI:29108	676
Q9NX46	ECO:0000269	CHEBI:18420	317
O00167	ECO:0000269	CHEBI:18420	276
P40202	ECO:0007744	CHEBI:29105	16
Q96SW2	ECO:0000269	CHEBI:29105	391
Q96SW2	ECO:0007744	CHEBI:29105	391
P23905	ECO:0007744	CHEBI:29108	163
P29166	ECO:0000269	CHEBI:190135	34
Q96533	ECO:0000269	CHEBI:29105	99
P41180	ECO:0007744	CHEBI:29108	145
P41180	ECO:0007744	CHEBI:29108	81
P41180	ECO:0000269	CHEBI:29108	81
P29166	ECO:0000269	CHEBI:49883	94
Q9ZP19	ECO:0000269	CHEBI:23378	274
P10787	ECO:0000269	CHEBI:23378	348
A0A0H2URJ6	ECO:0000269	CHEBI:29035	106
Q8CWX6	ECO:0007744	CHEBI:29105	654
Q16775	ECO:0000269	CHEBI:29105	221
Q680B9	ECO:0000269	CHEBI:29105	284
Q680B9	ECO:0007744	CHEBI:29105	494
P62022	ECO:0007744	CHEBI:29108	43
P0A407	ECO:0000269	CHEBI:49883	566
P29208	ECO:0000269	CHEBI:18420	161
P61212	ECO:0000269	CHEBI:18420	46
P75430	ECO:0000269	CHEBI:18420	154
P22985	ECO:0007744	CHEBI:190135	115
P22985	ECO:0007744	CHEBI:190135	147
P22985	ECO:0000269	CHEBI:190135	43
O15296	ECO:0000269	CHEBI:24875	553
P82610	ECO:0007744	CHEBI:29105	657
P07846	ECO:0000269	CHEBI:29105	43
Q9NQV7	ECO:0000269	CHEBI:29105	822
Q9NQV7	ECO:0007744	CHEBI:29105	826
Q9NQV7	ECO:0000269	CHEBI:29105	826
Q9NQV7	ECO:0000269	CHEBI:29105	742
Q9NQV7	ECO:0000269	CHEBI:29105	205
O15296	ECO:0000269	CHEBI:29108	86
P68403	ECO:0000269	CHEBI:29108	252
P34179	ECO:0000269	CHEBI:29108	201
P34179	ECO:0000269	CHEBI:29108	10
P45574	ECO:0007744	CHEBI:49883	177
P45574	ECO:0000269	CHEBI:49883	303
P0A415	ECO:0000269	CHEBI:49883	48
Q9HV27	ECO:0000269	CHEBI:60240	249
Q94K71	ECO:0007744	CHEBI:18420	258
P08067	ECO:0007744	CHEBI:190135	159
P08067	ECO:0000269	CHEBI:190135	178
P08067	ECO:0000269	CHEBI:190135	181
Q14896	ECO:0000269	CHEBI:29105	223
Q16820	ECO:0007744	CHEBI:29105	156
Q9SWW6	ECO:0007744	CHEBI:29105	82
Q9SWW6	ECO:0007744	CHEBI:29105	79
P47708	ECO:0000269	CHEBI:29108	471
P47708	ECO:0007744	CHEBI:29108	416
Q13563	ECO:0000269	CHEBI:29108	767
Q8VIM0	ECO:0007744	CHEBI:29108	115
G0S8G9	ECO:0007744	CHEBI:29103	533
Q6YMS4	ECO:0000269	CHEBI:29105	2936
Q6YMS4	ECO:0000269	CHEBI:29105	2939
P0DQT6	ECO:0007744	CHEBI:29105	141
Q5PPM0	ECO:0007744	CHEBI:29108	113
Q5PPM0	ECO:0000269	CHEBI:29108	286
O81192	ECO:0007744	CHEBI:18420	500
O14638	ECO:0007744	CHEBI:29105	373
Q3JUN4	ECO:0007744	CHEBI:29105	194
O18823	ECO:0007744	CHEBI:29108	185
O18823	ECO:0007744	CHEBI:29108	222
O14638	ECO:0000269	CHEBI:29108	756
Q9NZI2	ECO:0000269	CHEBI:29108	194
Q9Y3Q0	ECO:0007744	CHEBI:29108	423
Q9Y3Q0	ECO:0000269	CHEBI:29108	259
Q9Y3Q0	ECO:0000269	CHEBI:29108	262
Q97VT7	ECO:0000269	CHEBI:48828	137
D6WMX4	ECO:0007744	CHEBI:18420	342
P37064	ECO:0000269	CHEBI:23378	450
P37064	ECO:0000269	CHEBI:23378	445
O14607	ECO:0000269	CHEBI:24875	1095
P80561	ECO:0000269	CHEBI:29105	142
Q13822	ECO:0007744	CHEBI:29105	316
O15392	ECO:0000269	CHEBI:29105	57
O14960	ECO:0000269	CHEBI:29105	57
Q9X1P7	ECO:0000269	CHEBI:29105	330
S0HPF7	ECO:0000269	CHEBI:29108	857
Q13822	ECO:0007744	CHEBI:29108	740
Q9D020	ECO:0000269	CHEBI:18420	272
P84139	ECO:0000269	CHEBI:29105	153
P84139	ECO:0000269	CHEBI:29105	130
Q9X721	ECO:0000269	CHEBI:29108	1009
Q9X721	ECO:0007744	CHEBI:29108	1039
Q9X721	ECO:0007744	CHEBI:29108	1032
Q9X721	ECO:0007744	CHEBI:29108	1014
P14647	ECO:0000269	CHEBI:18420	274
P0DJQ3	ECO:0007744	CHEBI:29035	144
P0DJQ3	ECO:0000269	CHEBI:29035	146
Q9V1G0	ECO:0000269	CHEBI:29105	73
P19222	ECO:0000269	CHEBI:29105	304
Q4VGL6	ECO:0007744	CHEBI:29105	50
Q4VGL6	ECO:0000269	CHEBI:29105	38
Q4VGL6	ECO:0000269	CHEBI:29105	14
Q46856	ECO:0000269	CHEBI:29105	194
P0DN71	ECO:0000269	CHEBI:29105	183
P97030	ECO:0000269	CHEBI:49883	247
P97030	ECO:0007744	CHEBI:49883	198
Q8DJP8	ECO:0007744	CHEBI:18420	219
Q8DJP8	ECO:0007744	CHEBI:18420	194
O66990	ECO:0007744	CHEBI:29105	305
O75592	ECO:0007744	CHEBI:29105	4652
O75592	ECO:0007744	CHEBI:29105	4431
O75592	ECO:0007744	CHEBI:29105	4428
O75592	ECO:0000269	CHEBI:29105	4602
O75592	ECO:0007744	CHEBI:29105	4672
O75592	ECO:0000269	CHEBI:29105	4446
O75592	ECO:0000269	CHEBI:29105	4638
A4D2B0	ECO:0007744	CHEBI:29105	192
Q02020	ECO:0000269	CHEBI:29108	384
P04355	ECO:0000269	CHEBI:60240	13
P04355	ECO:0007744	CHEBI:60240	26
P49902	ECO:0007744	CHEBI:18420	52
P00214	ECO:0000269	CHEBI:21137	17
A8BQJ3	ECO:0000269	CHEBI:29035	649
A8BQJ3	ECO:0007744	CHEBI:29035	723
P67272	ECO:0000269	CHEBI:29105	65
P00727	ECO:0000269	CHEBI:29105	287
Q9HYC5	ECO:0000269	CHEBI:29108	253
P00214	ECO:0000269	CHEBI:49883	43
Q9FLN8	ECO:0007744	CHEBI:18420	195
Q9FLN8	ECO:0007744	CHEBI:18420	191
Q8I914	ECO:0000269	CHEBI:18420	58
P03680	ECO:0000269	CHEBI:18420	456
Q66GI4	ECO:0000269	CHEBI:29035	475
Q03164	ECO:0007744	CHEBI:29105	3957
Q03164	ECO:0007744	CHEBI:29105	1170
P47709	ECO:0007744	CHEBI:29108	633
P47709	ECO:0000269	CHEBI:29108	476
Q8A712	ECO:0000269	CHEBI:18420	10
P07788	ECO:0007744	CHEBI:23378	491
Q9UPP1	ECO:0000269	CHEBI:24875	355
P24627	ECO:0000269	CHEBI:29034	79
P24627	ECO:0007744	CHEBI:29034	614
Q64610	ECO:0007744	CHEBI:29105	315
Q9HJ28	ECO:0000269	CHEBI:29105	348
P76344	ECO:0000269	CHEBI:29105	216
B4E9I9	ECO:0007744	CHEBI:29105	160
Q64610	ECO:0007744	CHEBI:29108	770
Q15485	ECO:0000269	CHEBI:29108	249
P43933	ECO:0007744	CHEBI:18420	48
P00741	ECO:0007744	CHEBI:18420	86
Q96Y68	ECO:0007744	CHEBI:18420	118
P0DMG2	ECO:0007744	CHEBI:190135	58
P14300	ECO:0000269	CHEBI:29035	243
Q8ZKR2	ECO:0000269	CHEBI:29103	213
Q8ZKR2	ECO:0000269	CHEBI:29103	248
Q9ULX3	ECO:0000269	CHEBI:29105	270
P06756	ECO:0000269	CHEBI:29108	268
P02621	ECO:0000269	CHEBI:29108	57
P00741	ECO:0007744	CHEBI:29108	86
P00741	ECO:0000269	CHEBI:29108	53
P50097	ECO:0000269	CHEBI:29103	319
Q949P2	ECO:0007744	CHEBI:29105	487
Q07075	ECO:0000269	CHEBI:29105	416
Q07075	ECO:0007744	CHEBI:29105	393
O78749	ECO:0000269	CHEBI:23378	291
Q3MIT2	ECO:0000269	CHEBI:29105	21
Q3MIT2	ECO:0000269	CHEBI:29105	112
P9WN85	ECO:0000269	CHEBI:29105	100
Q5SLC9	ECO:0000269	CHEBI:29105	784
P15289	ECO:0007744	CHEBI:29108	29
P51512	ECO:0007744	CHEBI:29108	215
P51512	ECO:0007744	CHEBI:29108	183
Q8DLC2	ECO:0007744	CHEBI:49883	42
